,median_house_value
11095,223800.0
11096,231000.0
11097,241200.0
11098,266700.0
11099,225000.0
11100,232000.0
11101,249400.0
11102,223900.0
11103,224700.0
11104,213900.0
11105,225000.0
11106,187100.0
11107,193500.0
11108,273000.0
11109,186200.0
11110,201300.0
11111,187400.0
11112,195100.0
11113,225000.0
11114,262700.0
11115,237300.0
11116,231400.0
11117,139000.0
11118,249200.0
11119,254100.0
11120,158500.0
11121,166100.0
11122,223000.0
11123,170100.0
11124,156700.0
11125,175400.0
11126,180000.0
11127,162500.0
11128,118100.0
11129,168600.0
11130,178400.0
11131,183900.0
11132,163900.0
11133,196900.0
11134,186200.0
11135,189900.0
11136,203500.0
11137,189200.0
11138,182900.0
11139,185700.0
11140,183700.0
11141,173400.0
11142,180000.0
11143,135400.0
11144,182100.0
11145,181500.0
11146,191100.0
11147,189600.0
11148,170700.0
11149,186300.0
11150,186800.0
11151,190200.0
11152,191700.0
11153,219000.0
11154,255500.0
11155,187500.0
11156,220700.0
11157,185800.0
11158,204700.0
11159,225900.0
11160,202300.0
11161,219600.0
11162,196100.0
11163,212500.0
11164,224800.0
11165,199000.0
11166,252100.0
11167,191400.0
11168,215500.0
11169,228500.0
11170,200000.0
11171,218100.0
11172,230800.0
11173,200900.0
11174,205200.0
11175,197700.0
11176,197400.0
11177,137500.0
11178,298900.0
11179,171400.0
11180,350000.0
11181,217800.0
11182,215400.0
11183,196900.0
11184,213200.0
11185,216700.0
11186,220800.0
11187,210900.0
11188,186300.0
11189,187200.0
11190,208100.0
11191,228600.0
11192,198800.0
11193,220000.0
11194,171300.0
11195,201900.0
11196,287100.0
11197,282500.0
11198,350000.0
11199,164700.0
11200,175000.0
11201,212500.0
11202,165400.0
11203,168100.0
11204,160600.0
11205,161400.0
11206,179300.0
11207,166400.0
11208,170800.0
11209,166900.0
11210,152400.0
11211,184600.0
11212,182900.0
11213,153100.0
11214,179600.0
11215,166300.0
11216,205100.0
11217,218000.0
11218,159500.0
11219,45000.0
11220,157500.0
11221,350000.0
11222,212500.0
11223,238000.0
11224,214300.0
11225,227400.0
11226,243200.0
11227,254800.0
11228,172200.0
11229,231900.0
11230,208700.0
11231,224700.0
11232,183400.0
11233,197400.0
11234,195200.0
11235,177400.0
11236,182500.0
11237,180000.0
11238,180400.0
11239,209400.0
11240,195200.0
11241,183900.0
11242,240700.0
11243,201800.0
11244,174700.0
11245,177100.0
11246,202800.0
11247,153800.0
11248,146300.0
11249,162500.0
11250,196500.0
11251,189600.0
11252,182900.0
11253,153100.0
11254,162500.0
11255,181800.0
11256,183100.0
11257,215600.0
11258,206300.0
11259,180600.0
11260,180800.0
11261,169000.0
11262,190500.0
11263,167800.0
11264,227500.0
11265,179700.0
11266,191400.0
11267,225600.0
11268,211400.0
11269,143500.0
11270,213000.0
11271,213300.0
11272,187500.0
11273,224200.0
11274,173900.0
11275,203800.0
11276,180200.0
11277,231300.0
11278,221800.0
11279,218000.0
11280,188400.0
11281,218300.0
11282,191000.0
11283,214500.0
11284,229200.0
11285,214300.0
11286,190600.0
11287,214600.0
11288,215700.0
11289,236500.0
11290,231300.0
11291,199200.0
11292,190800.0
11293,193400.0
11294,190500.0
11295,198700.0
11296,184300.0
11297,170300.0
11298,177900.0
11299,182300.0
11300,190300.0
11301,184000.0
11302,186500.0
11303,133800.0
11304,170800.0
11305,175900.0
11306,171100.0
11307,166100.0
11308,190700.0
11309,236100.0
11310,188500.0
11311,269300.0
11312,181800.0
11313,180900.0
11314,222800.0
11315,162200.0
11316,350000.0
11317,179600.0
11318,160900.0
11319,169800.0
11320,194000.0
11321,174200.0
11322,196900.0
11323,187500.0
11324,189500.0
11325,193900.0
11326,176100.0
11327,188000.0
11328,184200.0
11329,176200.0
11330,191400.0
11331,186700.0
11332,237300.0
11333,196300.0
11334,276100.0
11335,231400.0
11336,183900.0
11337,190700.0
11338,190400.0
11339,174100.0
11340,162800.0
11341,141600.0
11342,161800.0
11343,177900.0
11344,137500.0
11345,147500.0
11346,194800.0
11347,182300.0
11348,190400.0
11349,167400.0
11350,174300.0
11351,215100.0
11352,156300.0
11353,142800.0
11354,160000.0
11355,142600.0
11356,153000.0
11357,87500.0
11358,186500.0
11359,159700.0
11360,162500.0
11361,189300.0
11362,179500.0
11363,207200.0
11364,211400.0
11365,201200.0
11366,225200.0
11367,271900.0
11368,160500.0
11369,230000.0
11370,218800.0
11371,229600.0
11372,224800.0
11373,273800.0
11374,230700.0
11375,219200.0
11376,152100.0
11377,260900.0
11378,230400.0
11379,265000.0
11380,239200.0
11381,252800.0
11382,137300.0
11383,372400.0
11384,329800.0
11385,337400.0
11386,197900.0
11387,211300.0
11388,294900.0
11389,137500.0
11390,139200.0
11391,262000.0
11392,222500.0
11393,224200.0
11394,230000.0
11395,347600.0
11396,301800.0
11397,273400.0
11398,288000.0
11399,318200.0
11400,295600.0
11401,319500.0
11402,205800.0
11403,225800.0
11404,274200.0
11405,342600.0
11406,290900.0
11407,304500.0
11408,306500.0
11409,276500.0
11410,158800.0
11411,284500.0
11412,284600.0
11413,231900.0
11414,350200.0
11415,292000.0
11416,390500.0
11417,279300.0
11418,289600.0
11419,290400.0
11420,316700.0
11421,278000.0
11422,264600.0
11423,252900.0
11424,286100.0
11425,229400.0
11426,239200.0
11427,213000.0
11428,247200.0
11429,265100.0
11430,281500.0
11431,382100.0
11432,333300.0
11433,350600.0
11434,339300.0
11435,344000.0
11436,289800.0
11437,343300.0
11438,363100.0
11439,383900.0
11440,269800.0
11441,219700.0
11442,240400.0
11443,243100.0
11444,264700.0
11445,279400.0
11446,330700.0
11447,180300.0
11448,369100.0
11449,281900.0
11450,332900.0
11451,390800.0
11452,232100.0
11453,447700.0
11454,397600.0
11455,429200.0
11456,442700.0
11457,408300.0
11458,273600.0
11459,186900.0
11460,234600.0
11461,216700.0
11462,282200.0
11463,350000.0
11464,262500.0
11465,252900.0
11466,353100.0
11467,268800.0
11468,271400.0
11469,477700.0
11470,285400.0
11471,387800.0
11472,279700.0
11473,237500.0
11474,216700.0
11475,331900.0
11476,285700.0
11477,267800.0
11478,302500.0
11479,336900.0
11480,261000.0
11481,237800.0
11482,250900.0
11483,342800.0
11484,220800.0
11485,255700.0
11486,134800.0
11487,188500.0
11488,295600.0
11489,302700.0
11490,500001.0
11491,248800.0
11492,216400.0
11493,350000.0
11494,287800.0
11495,395300.0
11496,271400.0
11497,437900.0
11498,169400.0
11499,188900.0
11500,182500.0
11501,295100.0
11502,396900.0
11503,380000.0
11504,400000.0
11505,346400.0
11506,500001.0
11507,422200.0
11508,390500.0
11509,495500.0
11510,457100.0
11511,500001.0
11512,500001.0
11513,485000.0
11514,500001.0
11515,500001.0
11516,500001.0
11517,461600.0
11518,500001.0
11519,401700.0
11520,500001.0
11521,500001.0
11522,340700.0
11523,266100.0
11524,226100.0
11525,174500.0
11526,62000.0
11527,87500.0
11528,67500.0
11529,68500.0
11530,46900.0
11531,58500.0
11532,61300.0
11533,54300.0
11534,46700.0
11535,71300.0
11536,67500.0
11537,176000.0
11538,186000.0
11539,137500.0
11540,316700.0
11541,214800.0
11542,231200.0
11543,221900.0
11544,338800.0
11545,235600.0
11546,235800.0
11547,248200.0
11548,234100.0
11549,264900.0
11550,180000.0
11551,199600.0
11552,184400.0
11553,207500.0
11554,240000.0
11555,304700.0
11556,248100.0
11557,284900.0
11558,202400.0
11559,197400.0
11560,190900.0
11561,177700.0
11562,191800.0
11563,150000.0
11564,192500.0
11565,210600.0
11566,207500.0
11567,211500.0
11568,195800.0
11569,204100.0
11570,217500.0
11571,191900.0
11572,177700.0
11573,192800.0
11574,194200.0
11575,211700.0
11576,179200.0
11577,208800.0
11578,221200.0
11579,181300.0
11580,218900.0
11581,255900.0
11582,223500.0
11583,294900.0
11584,237600.0
11585,216600.0
11586,223200.0
11587,228900.0
11588,207400.0
11589,257500.0
11590,233100.0
11591,270100.0
11592,259400.0
11593,247100.0
11594,369400.0
11595,384500.0
11596,376200.0
11597,342700.0
11598,362400.0
11599,360100.0
11600,372000.0
11601,364700.0
11602,340100.0
11603,240400.0
11604,258000.0
11605,193800.0
11606,359600.0
11607,219500.0
11608,390900.0
11609,353500.0
11610,359100.0
11611,355600.0
11612,245100.0
11613,196900.0
11614,320700.0
11615,212500.0
11616,195300.0
11617,193100.0
11618,277400.0
11619,256000.0
11620,329700.0
11621,320700.0
11622,273900.0
11623,201900.0
11624,159600.0
11625,190900.0
11626,263000.0
11627,398800.0
11628,218200.0
11629,237500.0
11630,244400.0
11631,245300.0
11632,318500.0
11633,258300.0
11634,260000.0
11635,198400.0
11636,229600.0
11637,132800.0
11638,226400.0
11639,286700.0
11640,343900.0
11641,386700.0
11642,163800.0
11643,213400.0
11644,241000.0
11645,216100.0
11646,234600.0
11647,237400.0
11648,289300.0
11649,279200.0
11650,315900.0
11651,313100.0
11652,328500.0
11653,344400.0
11654,208600.0
11655,215600.0
11656,196000.0
11657,217600.0
11658,204500.0
11659,192300.0
11660,190100.0
11661,200900.0
11662,220700.0
11663,213000.0
11664,203700.0
11665,224100.0
11666,209300.0
11667,195200.0
11668,188000.0
11669,194200.0
11670,202100.0
11671,213400.0
11672,214100.0
11673,226400.0
11674,187200.0
11675,212600.0
11676,197200.0
11677,203000.0
11678,192600.0
11679,207000.0
11680,195100.0
11681,165100.0
11682,185700.0
11683,178000.0
11684,268100.0
11685,269600.0
11686,159400.0
11687,161100.0
11688,170800.0
11689,174000.0
11690,165600.0
11691,217000.0
11692,161900.0
11693,176100.0
11694,393700.0
11695,240600.0
11696,160500.0
11697,347800.0
11698,181800.0
11699,137500.0
11700,185100.0
11701,218500.0
11702,367400.0
11703,321600.0
11704,462800.0
11705,143800.0
11706,124000.0
11707,170000.0
11708,200000.0
11709,171900.0
11710,127800.0
11711,146900.0
11712,145800.0
11713,176600.0
11714,283300.0
11715,179200.0
11716,360000.0
11717,213200.0
11718,196900.0
11719,158300.0
11720,153300.0
11721,146900.0
11722,169500.0
11723,163500.0
11724,123800.0
11725,154500.0
11726,99300.0
11727,93600.0
11728,225000.0
11729,139300.0
11730,146800.0
11731,101000.0
11732,118200.0
11733,97700.0
11734,143000.0
11735,138400.0
11736,184300.0
11737,139000.0
11738,122200.0
11739,239400.0
11740,216500.0
11741,128100.0
11742,193100.0
11743,220100.0
11744,237100.0
11745,287800.0
11746,276600.0
11747,236500.0
11748,233000.0
11749,217500.0
11750,277800.0
11751,220100.0
11752,239200.0
11753,264400.0
11754,394000.0
11755,334800.0
11756,273100.0
11757,247600.0
11758,229600.0
11759,203700.0
11760,154900.0
11761,172100.0
11762,135900.0
11763,267400.0
11764,198700.0
11765,179400.0
11766,128500.0
11767,134700.0
11768,139200.0
11769,220100.0
11770,186300.0
11771,129200.0
11772,86300.0
11773,83800.0
11774,87900.0
11775,169300.0
11776,101900.0
11777,85300.0
11778,187500.0
11779,201400.0
11780,147900.0
11781,141100.0
11782,136500.0
11783,142600.0
11784,218000.0
11785,217300.0
11786,188700.0
11787,173200.0
11788,110200.0
11789,92000.0
11790,124800.0
11791,209400.0
11792,151900.0
11793,139400.0
11794,124400.0
11795,162700.0
11796,126400.0
11797,82100.0
11798,192600.0
11799,191400.0
11800,108700.0
11801,93600.0
11802,110800.0
11803,99300.0
11804,91300.0
11805,111300.0
11806,212000.0
11807,135500.0
11808,190500.0
11809,125000.0
11810,164000.0
11811,158800.0
11812,220600.0
11813,196300.0
11814,158600.0
11815,55300.0
11816,212800.0
11817,201900.0
11818,191900.0
11819,192300.0
11820,156100.0
11821,167700.0
11822,150700.0
11823,153200.0
11824,166800.0
11825,162900.0
11826,174300.0
11827,185400.0
11828,312500.0
11829,142700.0
11830,128900.0
11831,118800.0
11832,175000.0
11833,141300.0
11834,244000.0
11835,139100.0
11836,148000.0
11837,151500.0
11838,87800.0
11839,83500.0
11840,70900.0
11841,81900.0
11842,96600.0
11843,118800.0
11844,102500.0
11845,88200.0
11846,102000.0
11847,130500.0
11848,126500.0
11849,83000.0
11850,88800.0
11851,71900.0
11852,100000.0
11853,55900.0
11854,75900.0
11855,92800.0
11856,82500.0
11857,89200.0
11858,69600.0
11859,58000.0
11860,75000.0
11861,89400.0
11862,67500.0
11863,93600.0
11864,77100.0
11865,193800.0
11866,137500.0
11867,143800.0
11868,113400.0
11869,111500.0
11870,145200.0
11871,87800.0
11872,92900.0
11873,88900.0
11874,90600.0
11875,105100.0
11876,124200.0
11877,123800.0
11878,141700.0
11879,101600.0
11880,169100.0
11881,125000.0
11882,96700.0
11883,155000.0
11884,162500.0
11885,95800.0
11886,114200.0
11887,82300.0
11888,92400.0
11889,79900.0
11890,84800.0
11891,125000.0
11892,112500.0
11893,85900.0
11894,122500.0
11895,82200.0
11896,80700.0
11897,216600.0
11898,235200.0
11899,204800.0
11900,219600.0
11901,315200.0
11902,136200.0
11903,150000.0
11904,129300.0
11905,125500.0
11906,117900.0
11907,148900.0
11908,134800.0
11909,118800.0
11910,123400.0
11911,157800.0
11912,112500.0
11913,116500.0
11914,115300.0
11915,111500.0
11916,117300.0
11917,132100.0
11918,123900.0
11919,110800.0
11920,98100.0
11921,112700.0
11922,133800.0
11923,122900.0
11924,120700.0
11925,121400.0
11926,114400.0
11927,142600.0
11928,140100.0
11929,136800.0
11930,127900.0
11931,109100.0
11932,82700.0
11933,81300.0
11934,89300.0
11935,112000.0
11936,116000.0
11937,117600.0
11938,112500.0
11939,125600.0
11940,118500.0
11941,113500.0
11942,113900.0
11943,104500.0
11944,113300.0
11945,129300.0
11946,109400.0
11947,116000.0
11948,103700.0
11949,114100.0
11950,126900.0
11951,118700.0
11952,129900.0
11953,113900.0
11954,110800.0
11955,121400.0
11956,113300.0
11957,113700.0
11958,314100.0
11959,148700.0
11960,138000.0
11961,193800.0
11962,87800.0
11963,92000.0
11964,97800.0
11965,162800.0
11966,86800.0
11967,76200.0
11968,83400.0
11969,152200.0
11970,119500.0
11971,95200.0
11972,98300.0
11973,88600.0
11974,96600.0
11975,116900.0
11976,171300.0
11977,128500.0
11978,116400.0
11979,115000.0
11980,160600.0
11981,138700.0
11982,158100.0
11983,121100.0
11984,108200.0
11985,142400.0
11986,135300.0
11987,145500.0
11988,124700.0
11989,182900.0
11990,141000.0
11991,141000.0
11992,137500.0
11993,375000.0
11994,153100.0
11995,75000.0
11996,203200.0
11997,163900.0
11998,164300.0
11999,257100.0
12000,271900.0
12001,229400.0
12002,203400.0
12003,137600.0
12004,191700.0
12005,164800.0
12006,220800.0
12007,251000.0
12008,154300.0
12009,163300.0
12010,198800.0
12011,233500.0
12012,246400.0
12013,214600.0
12014,244200.0
12015,135600.0
12016,139100.0
12017,115600.0
12018,146800.0
12019,169100.0
12020,99600.0
12021,124600.0
12022,139200.0
12023,143400.0
12024,85800.0
12025,88500.0
12026,112900.0
12027,117300.0
12028,127100.0
12029,114700.0
12030,132800.0
12031,121100.0
12032,110500.0
12033,105600.0
12034,105400.0
12035,122000.0
12036,126100.0
12037,124600.0
12038,127300.0
12039,144800.0
12040,149900.0
12041,159100.0
12042,141100.0
12043,334100.0
12044,158000.0
12045,123800.0
12046,102500.0
12047,91000.0
12048,239800.0
12049,96200.0
12050,107900.0
12051,108800.0
12052,138200.0
12053,113000.0
12054,119400.0
12055,110600.0
12056,113500.0
12057,117000.0
12058,107000.0
12059,116100.0
12060,122800.0
12061,165000.0
12062,163900.0
12063,144300.0
12064,142100.0
12065,195300.0
12066,339300.0
12067,195100.0
12068,216700.0
12069,500001.0
12070,221400.0
12071,177100.0
12072,137100.0
12073,204800.0
12074,150300.0
12075,161000.0
12076,138100.0
12077,257900.0
12078,111000.0
12079,189800.0
12080,195600.0
12081,160800.0
12082,215000.0
12083,189800.0
12084,187800.0
12085,211300.0
12086,267900.0
12087,240500.0
12088,110000.0
12089,161300.0
12090,127900.0
12091,118000.0
12092,295200.0
12093,249100.0
12094,223600.0
12095,123200.0
12096,173900.0
12097,152700.0
12098,184500.0
12099,144500.0
12100,236500.0
12101,214500.0
12102,216500.0
12103,162500.0
12104,162500.0
12105,101600.0
12106,103400.0
12107,133500.0
12108,140300.0
12109,160600.0
12110,95300.0
12111,85400.0
12112,129900.0
12113,132600.0
12114,142000.0
12115,138700.0
12116,163300.0
12117,155500.0
12118,223200.0
12119,197700.0
12120,135700.0
12121,86900.0
12122,127200.0
12123,164800.0
12124,113900.0
12125,113200.0
12126,137600.0
12127,124600.0
12128,127200.0
12129,136600.0
12130,114200.0
12131,117000.0
12132,130900.0
12133,152600.0
12134,143500.0
12135,121500.0
12136,244400.0
12137,143000.0
12138,500001.0
12139,136300.0
12140,187500.0
12141,161300.0
12142,100000.0
12143,122100.0
12144,113700.0
12145,97900.0
12146,110100.0
12147,98600.0
12148,83300.0
12149,92400.0
12150,83500.0
12151,136400.0
12152,228900.0
12153,113400.0
12154,125900.0
12155,117200.0
12156,177300.0
12157,145800.0
12158,139600.0
12159,161200.0
12160,148200.0
12161,169300.0
12162,96100.0
12163,155400.0
12164,109200.0
12165,145300.0
12166,148800.0
12167,126500.0
12168,90500.0
12169,112500.0
12170,71300.0
12171,111500.0
12172,140700.0
12173,89300.0
12174,81500.0
12175,83000.0
12176,118300.0
12177,173300.0
12178,146500.0
12179,104200.0
12180,129200.0
12181,101300.0
12182,110000.0
12183,114600.0
12184,168700.0
12185,123800.0
12186,154300.0
12187,157400.0
12188,111300.0
12189,100600.0
12190,125000.0
12191,131800.0
12192,132600.0
12193,109200.0
12194,162200.0
12195,163600.0
12196,465600.0
12197,159300.0
12198,155600.0
12199,210700.0
12200,150900.0
12201,174300.0
12202,215300.0
12203,145600.0
12204,187300.0
12205,147500.0
12206,347700.0
12207,392100.0
12208,307600.0
12209,337200.0
12210,221900.0
12211,493300.0
12212,187500.0
12213,500001.0
12214,191100.0
12215,212300.0
12216,174200.0
12217,43000.0
12218,183000.0
12219,429000.0
12220,500001.0
12221,134700.0
12222,189700.0
12223,201300.0
12224,173900.0
12225,93800.0
12226,143800.0
12227,97800.0
12228,127900.0
12229,85800.0
12230,109500.0
12231,121500.0
12232,112800.0
12233,89400.0
12234,87000.0
12235,94500.0
12236,91200.0
12237,118900.0
12238,120000.0
12239,132300.0
12240,76300.0
12241,86200.0
12242,77500.0
12243,77000.0
12244,85700.0
12245,76900.0
12246,87600.0
12247,137600.0
12248,105100.0
12249,95900.0
12250,107900.0
12251,69400.0
12252,94400.0
12253,112500.0
12254,113100.0
12255,120700.0
12256,139300.0
12257,108900.0
12258,95300.0
12259,77700.0
12260,83000.0
12261,74800.0
12262,74000.0
12263,56700.0
12264,130800.0
12265,140000.0
12266,81700.0
12267,123400.0
12268,170700.0
12269,104900.0
12270,94400.0
12271,132100.0
12272,195900.0
12273,118800.0
12274,116300.0
12275,112100.0
12276,149000.0
12277,105200.0
12278,187500.0
12279,81900.0
12280,147500.0
12281,58000.0
12282,90000.0
12283,63000.0
12284,81800.0
12285,146300.0
12286,55000.0
12287,91100.0
12288,89800.0
12289,73200.0
12290,91200.0
12291,73200.0
12292,68300.0
12293,98600.0
12294,95600.0
12295,72600.0
12296,55000.0
12297,71800.0
12298,193800.0
12299,73400.0
12300,54600.0
12301,73100.0
12302,81000.0
12303,143400.0
12304,100000.0
12305,150500.0
12306,161100.0
12307,214300.0
12308,163500.0
12309,137500.0
12310,128100.0
12311,122900.0
12312,115300.0
12313,345500.0
12314,173400.0
12315,103100.0
12316,113500.0
12317,155700.0
12318,74400.0
12319,66300.0
12320,61000.0
12321,68100.0
12322,50000.0
12323,76600.0
12324,88400.0
12325,78500.0
12326,89600.0
12327,61100.0
12328,68200.0
12329,66600.0
12330,66000.0
12331,89400.0
12332,85200.0
12333,81000.0
12334,146400.0
12335,100000.0
12336,71000.0
12337,130400.0
12338,70400.0
12339,230200.0
12340,110900.0
12341,500001.0
12342,159000.0
12343,112500.0
12344,87500.0
12345,65900.0
12346,145200.0
12347,115600.0
12348,321900.0
12349,90000.0
12350,94800.0
12351,162200.0
12352,124100.0
12353,199400.0
12354,148900.0
12355,183900.0
12356,301600.0
12357,248100.0
12358,235600.0
12359,220500.0
12360,125200.0
12361,137500.0
12362,145200.0
12363,142500.0
12364,104200.0
12365,90900.0
12366,136400.0
12367,115100.0
12368,285000.0
12369,232100.0
12370,134600.0
12371,341700.0
12372,259200.0
12373,99100.0
12374,239300.0
12375,194500.0
12376,158500.0
12377,131900.0
12378,55000.0
12379,83000.0
12380,122500.0
12381,113600.0
12382,134500.0
12383,121300.0
12384,128000.0
12385,258100.0
12386,238800.0
12387,152300.0
12388,97500.0
12389,500001.0
12390,403300.0
12391,168800.0
12392,177800.0
12393,138300.0
12394,318100.0
12395,353100.0
12396,231300.0
12397,137500.0
12398,93400.0
12399,91800.0
12400,98000.0
12401,102600.0
12402,105800.0
12403,92900.0
12404,124700.0
12405,96700.0
12406,199300.0
12407,167400.0
12408,67500.0
12409,50000.0
12410,93400.0
12411,95000.0
12412,104100.0
12413,69400.0
12414,68200.0
12415,68900.0
12416,68500.0
12417,72100.0
12418,82200.0
12419,58800.0
12420,60600.0
12421,76900.0
12422,90000.0
12423,112500.0
12424,84700.0
12425,65400.0
12426,96300.0
12427,100900.0
12428,100000.0
12429,366700.0
12430,382400.0
12431,58600.0
12432,100000.0
12433,66400.0
12434,68900.0
12435,61400.0
12436,65900.0
12437,47500.0
12438,67500.0
12439,66700.0
12440,155000.0
12441,74000.0
12442,76100.0
12443,53500.0
12444,27500.0
12445,71700.0
12446,71300.0
12447,87500.0
12448,94900.0
12449,44400.0
12450,85700.0
12451,73400.0
12452,65500.0
12453,45000.0
12454,58400.0
12455,61500.0
12456,86500.0
12457,74000.0
12458,275000.0
12459,82400.0
12460,62000.0
12461,155700.0
12462,163700.0
12463,161400.0
12464,147100.0
12465,142000.0
12466,164500.0
12467,148800.0
12468,153900.0
12469,147900.0
12470,181600.0
12471,109800.0
12472,115100.0
12473,137500.0
12474,109300.0
12475,94300.0
12476,140600.0
12477,90300.0
12478,70500.0
12479,85000.0
12480,168800.0
12481,162500.0
12482,125000.0
12483,77500.0
12484,137500.0
12485,137500.0
12486,141700.0
12487,187500.0
12488,93800.0
12489,87900.0
12490,150000.0
12491,123900.0
12492,114100.0
12493,200000.0
12494,168100.0
12495,157500.0
12496,236100.0
12497,233800.0
12498,111800.0
12499,140000.0
12500,213200.0
12501,158900.0
12502,156700.0
12503,131700.0
12504,131900.0
12505,139400.0
12506,125900.0
12507,137800.0
12508,232500.0
12509,173800.0
12510,98900.0
12511,100100.0
12512,77600.0
12513,122800.0
12514,121200.0
12515,97000.0
12516,85600.0
12517,104000.0
12518,84100.0
12519,68500.0
12520,65400.0
12521,85900.0
12522,95800.0
12523,88100.0
12524,113600.0
12525,134700.0
12526,114300.0
12527,87500.0
12528,86900.0
12529,108800.0
12530,94600.0
12531,87500.0
12532,93800.0
12533,80000.0
12534,123100.0
12535,137500.0
12536,137900.0
12537,137200.0
12538,103500.0
12539,151100.0
12540,209800.0
12541,137800.0
12542,123000.0
12543,405800.0
12544,224100.0
12545,236800.0
12546,179800.0
12547,228700.0
12548,162500.0
12549,94300.0
12550,175000.0
12551,191900.0
12552,125000.0
12553,65400.0
12554,55800.0
12555,56700.0
12556,67000.0
12557,94600.0
12558,56000.0
12559,58300.0
12560,58200.0
12561,57000.0
12562,108000.0
12563,92700.0
12564,101500.0
12565,92400.0
12566,86600.0
12567,87600.0
12568,94300.0
12569,101300.0
12570,93600.0
12571,75700.0
12572,79000.0
12573,72100.0
12574,71200.0
12575,71800.0
12576,82700.0
12577,81900.0
12578,80600.0
12579,66800.0
12580,87800.0
12581,72600.0
12582,72100.0
12583,78300.0
12584,76600.0
12585,192000.0
12586,114300.0
12587,191900.0
12588,216600.0
12589,59100.0
12590,171300.0
12591,251600.0
12592,181400.0
12593,101600.0
12594,130600.0
12595,78400.0
12596,103900.0
12597,96400.0
12598,96800.0
12599,124200.0
12600,73500.0
12601,62300.0
12602,52500.0
12603,54400.0
12604,65400.0
12605,152900.0
12606,84500.0
12607,87900.0
12608,98500.0
12609,79500.0
12610,164800.0
12611,160300.0
12612,171200.0
12613,156900.0
12614,158300.0
12615,180200.0
12616,216800.0
12617,204600.0
12618,183600.0
12619,217900.0
12620,216800.0
12621,178900.0
12622,184400.0
12623,212200.0
12624,152800.0
12625,174500.0
12626,95800.0
12627,72300.0
12628,70300.0
12629,77700.0
12630,78200.0
12631,83400.0
12632,78600.0
12633,74600.0
12634,78800.0
12635,76200.0
12636,68000.0
12637,67300.0
12638,60500.0
12639,69900.0
12640,75400.0
12641,87000.0
12642,63900.0
12643,65400.0
12644,55700.0
12645,66800.0
12646,110000.0
12647,99500.0
12648,137500.0
12649,80000.0
12650,60400.0
12651,69700.0
12652,75900.0
12653,71200.0
12654,70300.0
12655,72100.0
12656,84100.0
12657,65600.0
12658,82400.0
12659,96800.0
12660,97500.0
12661,90400.0
12662,87900.0
12663,107900.0
12664,109800.0
12665,109300.0
12666,103100.0
12667,90500.0
12668,109800.0
12669,98700.0
12670,93100.0
12671,103000.0
12672,116000.0
12673,106300.0
12674,108900.0
12675,92000.0
12676,55000.0
12677,137400.0
12678,133700.0
12679,130900.0
12680,126200.0
12681,154300.0
12682,142500.0
12683,156300.0
12684,142400.0
12685,67500.0
12686,82100.0
12687,67500.0
12688,137500.0
12689,179500.0
12690,387000.0
12691,338700.0
12692,297600.0
12693,190700.0
12694,327800.0
12695,89600.0
12696,102800.0
12697,111400.0
12698,95700.0
12699,55000.0
12700,105500.0
12701,104200.0
12702,114500.0
12703,99100.0
12704,141400.0
12705,136600.0
12706,118800.0
12707,136400.0
12708,103000.0
12709,108100.0
12710,113600.0
12711,124600.0
12712,156800.0
12713,98700.0
12714,93400.0
12715,448300.0
12716,136800.0
12717,283300.0
12718,446400.0
12719,148600.0
12720,207800.0
12721,280400.0
12722,191700.0
12723,189400.0
12724,194100.0
12725,115700.0
12726,170100.0
12727,133000.0
12728,133600.0
12729,144100.0
12730,265700.0
12731,225700.0
12732,344000.0
12733,320200.0
12734,267200.0
12735,225900.0
12736,380000.0
12737,175200.0
12738,146400.0
12739,164000.0
12740,134100.0
12741,159500.0
12742,133000.0
12743,164500.0
12744,139300.0
12745,143400.0
12746,120700.0
12747,141100.0
12748,151800.0
12749,166100.0
12750,116500.0
12751,115300.0
12752,115600.0
12753,127100.0
12754,114100.0
12755,126900.0
12756,118900.0
12757,150400.0
12758,156900.0
12759,170500.0
12760,160900.0
12761,130400.0
12762,98700.0
12763,113200.0
12764,118800.0
12765,97500.0
12766,88600.0
12767,84400.0
12768,65200.0
12769,64900.0
12770,78000.0
12771,67000.0
12772,73100.0
12773,73000.0
12774,63300.0
12775,66800.0
12776,64400.0
12777,60500.0
12778,58500.0
12779,49800.0
12780,77400.0
12781,65900.0
12782,70500.0
12783,62100.0
12784,122200.0
12785,62200.0
12786,55900.0
12787,71000.0
12788,64700.0
12789,61000.0
12790,110000.0
12791,103400.0
12792,92600.0
12793,60600.0
12794,67000.0
12795,67600.0
12796,51700.0
12797,59800.0
12798,63100.0
12799,81400.0
12800,60900.0
12801,60900.0
12802,70100.0
12803,158900.0
12804,70000.0
12805,66300.0
12806,135600.0
12807,67500.0
12808,69300.0
12809,65800.0
12810,67500.0
12811,331300.0
12812,178800.0
12813,129300.0
12814,134500.0
12815,225000.0
12816,117000.0
12817,129700.0
12818,105300.0
12819,96600.0
12820,89400.0
12821,108600.0
12822,383300.0
12823,91900.0
12824,135500.0
12825,99800.0
12826,101200.0
12827,96200.0
12828,90400.0
12829,93900.0
12830,96200.0
12831,94400.0
12832,112200.0
12833,105200.0
12834,94900.0
12835,89200.0
12836,103000.0
12837,97300.0
12838,96800.0
12839,91300.0
12840,81100.0
12841,120500.0
12842,112500.0
12843,87000.0
